timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
0.00;155.17;0;24254277#3_0;5.10;0.00;0.00;DEFAULT_VEHTYPE;452.95;454.92
1.00;156.69;0;24254277#3_0;7.49;0.00;2.39;DEFAULT_VEHTYPE;453.86;452.72
1.00;171.51;1;24254277#0_0;5.10;0.00;0.00;DEFAULT_VEHTYPE;340.33;664.03
2.00;157.59;0;24254277#3_0;11.22;0.00;3.73;DEFAULT_VEHTYPE;455.28;449.27
2.00;166.62;1;24254277#0_0;7.61;0.00;2.51;DEFAULT_VEHTYPE;341.12;661.65
2.00;162.54;2;24254277#6_0;5.10;0.00;0.00;DEFAULT_VEHTYPE;478.61;394.06
3.00;157.59;0;24254277#3_0;16.74;0.00;5.52;DEFAULT_VEHTYPE;457.39;444.17
3.00;160.33;1;24254277#0_0;12.23;0.00;4.62;DEFAULT_VEHTYPE;342.67;657.30
3.00;165.34;2;24254277#6_0;6.40;0.00;1.30;DEFAULT_VEHTYPE;478.76;392.77
4.00;157.59;0;24254277#3_0;24.35;0.00;7.61;DEFAULT_VEHTYPE;460.29;437.13
4.00;154.09;1;24254277#0_0;18.19;0.00;5.96;DEFAULT_VEHTYPE;345.17;651.91
4.00;173.38;2;24254277#6_0;9.37;0.00;2.96;DEFAULT_VEHTYPE;478.96;389.82
4.00;150.46;4;24254277#2_0;5.10;0.00;0.00;DEFAULT_VEHTYPE;414.64;526.09
5.00;156.56;0;:572666_0_0;5.07;0.00;9.13;DEFAULT_VEHTYPE;463.85;428.73
5.00;150.60;1;24254277#0_0;25.78;0.00;7.59;DEFAULT_VEHTYPE;348.90;645.29
5.00;176.06;2;24254277#6_0;14.30;0.00;4.93;DEFAULT_VEHTYPE;479.30;384.90
5.00;150.46;4;24254277#2_0;6.89;0.00;1.79;DEFAULT_VEHTYPE;415.53;524.54
5.00;171.51;5;24254277#0_0;5.10;0.00;0.00;DEFAULT_VEHTYPE;340.33;664.03
6.00;155.32;0;24254277#4_0;9.26;0.00;11.15;DEFAULT_VEHTYPE;468.47;418.58
6.00;150.60;1;24254277#0_0;34.74;0.00;8.96;DEFAULT_VEHTYPE;353.30;637.49
6.00;176.06;2;24254277#6_0;21.14;0.00;6.84;DEFAULT_VEHTYPE;479.77;378.07
6.00;149.45;4;24254277#2_0;10.65;0.00;3.76;DEFAULT_VEHTYPE;417.46;521.31
6.00;167.52;5;24254277#0_0;7.21;0.00;2.11;DEFAULT_VEHTYPE;340.98;662.03
7.00;155.74;0;24254277#5_0;4.18;0.00;12.91;DEFAULT_VEHTYPE;473.80;406.83
7.00;150.60;1;24254277#0_0;45.83;0.00;11.09;DEFAULT_VEHTYPE;358.74;627.83
7.00;175.71;2;:572669_0_0;3.09;0.00;9.31;DEFAULT_VEHTYPE;480.44;368.79
7.00;148.86;4;24254277#2_0;16.14;0.00;5.49;DEFAULT_VEHTYPE;420.29;516.61
7.00;160.33;5;24254277#0_0;10.65;0.00;3.45;DEFAULT_VEHTYPE;342.14;658.78
7.00;155.17;7;24254277#3_0;5.10;0.00;0.00;DEFAULT_VEHTYPE;452.95;454.92
8.00;163.05;0;24254277#6_0;5.56;0.00;14.12;DEFAULT_VEHTYPE;478.70;393.62
8.00;150.60;1;24254277#0_0;58.02;0.00;12.19;DEFAULT_VEHTYPE;364.72;617.21
8.00;175.31;2;:572670_0_0;1.53;0.00;11.43;DEFAULT_VEHTYPE;481.41;357.41
8.00;149.11;4;24254277#2_0;23.51;0.00;7.38;DEFAULT_VEHTYPE;424.09;510.29
8.00;157.93;5;24254277#0_0;16.22;0.00;5.57;DEFAULT_VEHTYPE;344.21;653.62
8.00;171.51;6;24254277#0_0;5.10;0.00;0.00;DEFAULT_VEHTYPE;340.33;664.03
8.00;156.79;7;24254277#3_0;7.66;0.00;2.56;DEFAULT_VEHTYPE;453.93;452.56
9.00;176.06;0;24254277#6_0;19.22;0.00;13.67;DEFAULT_VEHTYPE;479.64;379.98
9.00;150.60;1;24254277#0_0;69.77;0.00;11.75;DEFAULT_VEHTYPE;370.49;606.97
9.00;178.45;2;24254277#8_0;10.34;0.00;13.93;DEFAULT_VEHTYPE;481.91;343.49
9.00;149.58;4;24254277#2_0;33.07;0.00;9.56;DEFAULT_VEHTYPE;428.93;502.04
9.00;150.60;5;24254277#0_0;23.35;0.00;7.12;DEFAULT_VEHTYPE;347.70;647.42
9.00;168.99;6;24254277#0_0;6.55;0.00;1.45;DEFAULT_VEHTYPE;340.76;662.64
9.00;157.59;7;24254277#3_0;11.52;0.00;3.86;DEFAULT_VEHTYPE;455.40;448.99
10.00;175.32;0;24254277#7_0;1.25;0.00;14.35;DEFAULT_VEHTYPE;480.70;365.67
10.00;150.60;1;24254277#0_0;81.96;0.00;12.19;DEFAULT_VEHTYPE;376.48;596.35
10.00;181.30;2;24254277#9_0;3.18;0.00;13.52;DEFAULT_VEHTYPE;481.92;329.98
10.00;149.69;4;24254277#2_0;45.08;0.00;12.01;DEFAULT_VEHTYPE;434.99;491.68
10.00;150.60;5;24254277#0_0;32.45;0.00;9.10;DEFAULT_VEHTYPE;352.17;639.49
10.00;160.33;6;24254277#0_0;10.59;0.00;4.04;DEFAULT_VEHTYPE;342.12;658.84
10.00;157.59;7;24254277#3_0;17.84;0.00;6.32;DEFAULT_VEHTYPE;457.81;443.15
11.00;177.25;0;24254277#8_0;1.86;0.00;13.75;DEFAULT_VEHTYPE;481.68;351.96
11.00;150.60;1;24254277#0_0;94.15;0.00;12.19;DEFAULT_VEHTYPE;382.46;585.73
11.00;187.67;2;24254277#9_0;16.13;0.00;12.95;DEFAULT_VEHTYPE;480.99;317.08
11.00;154.06;4;24254277#2_0;58.67;0.00;13.59;DEFAULT_VEHTYPE;441.51;479.77
11.00;150.60;5;24254277#0_0;43.73;0.00;11.28;DEFAULT_VEHTYPE;357.71;629.66
11.00;157.61;6;24254277#0_0;16.39;0.00;5.80;DEFAULT_VEHTYPE;344.29;653.48
11.00;157.59;7;24254277#3_0;26.06;0.00;8.22;DEFAULT_VEHTYPE;460.94;435.55
11.00;171.51;8;24254277#0_0;5.10;0.00;0.00;DEFAULT_VEHTYPE;340.33;664.03
12.00;178.81;0;:300163116_0_0;1.00;0.00;14.70;DEFAULT_VEHTYPE;482.05;337.26
12.00;151.22;1;24254277#0_0;106.64;0.00;12.49;DEFAULT_VEHTYPE;388.54;574.82
12.00;178.45;10;24254277#8_0;5.10;0.00;0.00;DEFAULT_VEHTYPE;481.77;348.72
12.00;193.43;2;24254277#10_0;1.72;0.00;13.62;DEFAULT_VEHTYPE;478.56;303.70
12.00;155.09;4;24254277#2_0;73.69;0.00;15.02;DEFAULT_VEHTYPE;447.84;466.15
12.00;150.60;5;24254277#0_0;56.58;0.00;12.85;DEFAULT_VEHTYPE;364.02;618.46
12.00;150.60;6;24254277#0_0;24.59;0.00;8.20;DEFAULT_VEHTYPE;348.31;646.34
12.00;156.41;7;24254277#4_0;0.63;0.00;9.93;DEFAULT_VEHTYPE;464.86;426.42
12.00;168.33;8;24254277#0_0;6.84;0.00;1.74;DEFAULT_VEHTYPE;340.86;662.37
13.00;181.91;0;24254277#9_0;10.05;0.00;14.15;DEFAULT_VEHTYPE;481.69;323.11
13.00;151.78;1;24254277#0_0;118.99;0.00;12.35;DEFAULT_VEHTYPE;394.38;563.94
13.00;178.45;10;24254277#8_0;6.46;0.00;1.36;DEFAULT_VEHTYPE;481.80;347.36
13.00;194.32;2;:572672_0_0;0.73;0.00;13.96;DEFAULT_VEHTYPE;475.11;290.18
13.00;156.64;4;24254277#3_0;7.41;0.00;14.64;DEFAULT_VEHTYPE;453.83;452.79
13.00;150.60;5;24254277#0_0;70.63;0.00;14.05;DEFAULT_VEHTYPE;370.92;606.22
13.00;150.60;6;24254277#0_0;34.48;0.00;9.90;DEFAULT_VEHTYPE;353.17;637.71
13.00;155.35;7;:672944232_0_0;0.42;0.00;12.41;DEFAULT_VEHTYPE;470.05;415.14
13.00;161.31;8;24254277#0_0;9.98;0.00;3.14;DEFAULT_VEHTYPE;341.92;659.41
14.00;188.45;0;:572671_0_0;1.76;0.00;14.57;DEFAULT_VEHTYPE;479.75;308.68
14.00;151.78;1;24254277#0_0;130.87;0.00;11.88;DEFAULT_VEHTYPE;400.00;553.47
14.00;178.45;10;24254277#8_0;10.02;0.00;3.56;DEFAULT_VEHTYPE;481.90;343.80
14.00;171.51;11;24254277#0_0;5.10;0.00;0.00;DEFAULT_VEHTYPE;340.33;664.03
14.00;181.91;14;24254277#9_0;5.10;0.00;0.00;DEFAULT_VEHTYPE;481.86;328.06
14.00;186.56;2;24254277#11_0;8.78;0.00;12.83;DEFAULT_VEHTYPE;473.42;277.46
14.00;157.59;4;24254277#3_0;22.03;0.00;14.61;DEFAULT_VEHTYPE;459.40;439.28
14.00;150.60;5;24254277#0_0;84.35;0.00;13.72;DEFAULT_VEHTYPE;377.65;594.27
14.00;150.60;6;24254277#0_0;45.59;0.00;11.10;DEFAULT_VEHTYPE;358.62;628.04
14.00;155.83;7;:572667_0_0;1.72;0.00;14.13;DEFAULT_VEHTYPE;475.85;402.27
14.00;160.33;8;24254277#0_0;14.89;0.00;4.91;DEFAULT_VEHTYPE;343.57;654.79
15.00;194.33;0;24254277#10_0;10.70;0.00;14.11;DEFAULT_VEHTYPE;476.34;294.99
15.00;151.78;1;24254277#0_0;142.94;0.00;12.07;DEFAULT_VEHTYPE;405.71;542.83
15.00;178.55;10;:300163116_0_0;0.28;0.00;5.83;DEFAULT_VEHTYPE;482.05;337.98
15.00;167.87;11;24254277#0_0;7.05;0.00;1.95;DEFAULT_VEHTYPE;340.93;662.17
15.00;181.91;14;24254277#9_0;7.07;0.00;1.97;DEFAULT_VEHTYPE;481.79;326.09
15.00;178.45;15;24254277#8_0;5.10;0.00;0.00;DEFAULT_VEHTYPE;481.77;348.72
15.00;191.44;2;:572673_0_0;3.60;0.00;13.65;DEFAULT_VEHTYPE;471.40;264.08
15.00;156.29;4;24254277#4_0;1.11;0.00;14.44;DEFAULT_VEHTYPE;465.06;425.99
15.00;150.60;5;24254277#0_0;97.82;0.00;13.48;DEFAULT_VEHTYPE;384.26;582.53
15.00;150.60;6;24254277#0_0;56.08;0.00;10.49;DEFAULT_VEHTYPE;363.77;618.90
15.00;176.06;7;24254277#6_0;10.86;0.00;14.42;DEFAULT_VEHTYPE;479.07;388.32
15.00;150.60;8;24254277#0_0;21.73;0.00;6.84;DEFAULT_VEHTYPE;346.91;648.83
16.00;153.17;1;24254277#1_0;3.47;0.00;12.75;DEFAULT_VEHTYPE;411.63;531.55
16.00;179.88;10;:300163116_0_0;4.02;0.00;3.74;DEFAULT_VEHTYPE;482.03;334.24
16.00;160.33;11;24254277#0_0;11.20;0.00;4.15;DEFAULT_VEHTYPE;342.33;658.27
16.00;181.91;14;24254277#9_0;10.77;0.00;3.70;DEFAULT_VEHTYPE;481.67;322.39
16.00;178.45;15;24254277#8_0;6.75;0.00;1.65;DEFAULT_VEHTYPE;481.81;347.08
16.00;192.73;2;766761483#2_0;11.33;0.00;12.78;DEFAULT_VEHTYPE;468.62;251.62
16.00;155.47;4;:672944232_0_0;2.88;0.00;14.39;DEFAULT_VEHTYPE;471.06;412.90
16.00;151.78;5;24254277#0_0;111.66;0.00;13.83;DEFAULT_VEHTYPE;390.92;570.40
16.00;150.60;6;24254277#0_0;66.36;0.00;10.28;DEFAULT_VEHTYPE;368.82;609.94
16.00;176.06;7;24254277#6_0;24.41;0.00;13.55;DEFAULT_VEHTYPE;480.00;374.81
16.00;150.60;8;24254277#0_0;30.04;0.00;8.31;DEFAULT_VEHTYPE;350.99;641.59
17.00;149.14;1;24254277#2_0;11.61;0.00;12.85;DEFAULT_VEHTYPE;417.95;520.48
17.00;181.31;10;24254277#9_0;3.23;0.00;4.31;DEFAULT_VEHTYPE;481.92;329.93
17.00;156.05;11;24254277#0_0;17.19;0.00;5.99;DEFAULT_VEHTYPE;344.68;652.78
17.00;171.51;13;24254277#0_0;5.10;0.00;0.00;DEFAULT_VEHTYPE;340.33;664.03
17.00;187.39;14;24254277#9_0;15.91;0.00;5.14;DEFAULT_VEHTYPE;481.02;317.30
17.00;178.45;15;24254277#8_0;10.43;0.00;3.68;DEFAULT_VEHTYPE;481.91;343.40
17.00;194.33;17;24254277#10_0;5.10;0.00;0.00;DEFAULT_VEHTYPE;477.73;300.42
17.00;193.05;2;766761483#3_0;0.87;0.00;13.45;DEFAULT_VEHTYPE;465.62;238.51
17.00;157.76;4;:572667_0_0;4.51;0.00;14.45;DEFAULT_VEHTYPE;476.84;399.67
17.00;151.78;5;24254277#0_0;124.73;0.00;13.07;DEFAULT_VEHTYPE;397.10;558.88
17.00;150.60;6;24254277#0_0;77.24;0.00;10.88;DEFAULT_VEHTYPE;374.16;600.47
17.00;175.06;7;24254277#7_0;3.04;0.00;10.95;DEFAULT_VEHTYPE;480.87;363.89
17.00;150.60;8;24254277#0_0;40.16;0.00;10.13;DEFAULT_VEHTYPE;355.96;632.77
18.00;149.09;1;24254277#2_0;23.40;0.00;11.79;DEFAULT_VEHTYPE;424.03;510.39
18.00;181.91;10;24254277#9_0;8.02;0.00;4.79;DEFAULT_VEHTYPE;481.76;325.14
18.00;150.60;11;24254277#0_0;25.54;0.00;8.35;DEFAULT_VEHTYPE;348.78;645.51
18.00;168.42;13;24254277#0_0;6.80;0.00;1.70;DEFAULT_VEHTYPE;340.85;662.41
18.00;188.38;14;24254277#9_0;22.41;0.00;6.50;DEFAULT_VEHTYPE;480.07;310.86
18.00;178.45;15;24254277#8_0;14.57;0.00;4.15;DEFAULT_VEHTYPE;482.02;339.26
18.00;194.33;17;24254277#10_0;6.65;0.00;1.55;DEFAULT_VEHTYPE;477.34;298.92
18.00;193.21;2;766761483#3_0;14.26;0.00;13.39;DEFAULT_VEHTYPE;462.56;225.48
18.00;176.06;4;24254277#6_0;13.53;0.00;14.30;DEFAULT_VEHTYPE;479.25;385.67
18.00;151.78;5;24254277#0_0;137.78;0.00;13.05;DEFAULT_VEHTYPE;403.27;547.38
18.00;150.60;6;24254277#0_0;88.01;0.00;10.77;DEFAULT_VEHTYPE;379.45;591.08
18.00;175.77;7;:572670_0_0;2.82;0.00;7.80;DEFAULT_VEHTYPE;481.49;356.11
18.00;150.60;8;24254277#0_0;52.09;0.00;11.93;DEFAULT_VEHTYPE;361.81;622.37
19.00;149.59;1;24254277#2_0;35.68;0.00;12.29;DEFAULT_VEHTYPE;430.25;499.79
19.00;185.37;10;24254277#9_0;14.36;0.00;6.34;DEFAULT_VEHTYPE;481.25;318.83
19.00;150.60;11;24254277#0_0;36.33;0.00;10.80;DEFAULT_VEHTYPE;354.08;636.10
19.00;160.52;13;24254277#0_0;10.34;0.00;3.53;DEFAULT_VEHTYPE;342.03;659.08
19.00;189.48;14;:572671_0_0;3.40;0.00;3.85;DEFAULT_VEHTYPE;479.42;307.07
19.00;179.75;15;:300163116_0_0;3.66;0.00;4.66;DEFAULT_VEHTYPE;482.04;334.60
19.00;194.33;17;24254277#10_0;10.73;0.00;4.08;DEFAULT_VEHTYPE;476.34;294.97
19.00;193.34;2;766761483#4_0;3.51;0.00;13.92;DEFAULT_VEHTYPE;459.37;211.93
19.00;176.06;4;24254277#6_0;26.32;0.00;12.79;DEFAULT_VEHTYPE;480.13;372.90
19.00;151.78;5;24254277#0_0;150.96;0.00;13.18;DEFAULT_VEHTYPE;409.50;535.77
19.00;150.60;6;24254277#0_0;98.27;0.00;10.25;DEFAULT_VEHTYPE;384.48;582.15
19.00;178.14;7;24254277#8_0;4.19;0.00;6.49;DEFAULT_VEHTYPE;481.74;349.64
19.00;150.60;8;24254277#0_0;63.41;0.00;11.31;DEFAULT_VEHTYPE;367.37;612.51
20.00;149.69;1;24254277#2_0;48.39;0.00;12.71;DEFAULT_VEHTYPE;436.66;488.82
20.00;188.38;10;24254277#9_0;18.00;0.00;3.64;DEFAULT_VEHTYPE;480.72;315.23
20.00;150.60;11;24254277#0_0;47.93;0.00;11.59;DEFAULT_VEHTYPE;359.77;626.00
20.00;159.70;13;24254277#0_0;15.31;0.00;4.98;DEFAULT_VEHTYPE;343.76;654.42
20.00;193.55;14;24254277#10_0;1.87;0.00;3.64;DEFAULT_VEHTYPE;478.53;303.55
20.00;181.90;15;24254277#9_0;4.95;0.00;6.39;DEFAULT_VEHTYPE;481.86;328.21
20.00;194.29;17;:572672_0_0;1.47;0.00;5.69;DEFAULT_VEHTYPE;474.93;289.46
20.00;193.38;2;766761483#4_0;17.53;0.00;14.02;DEFAULT_VEHTYPE;456.12;198.28
20.00;155.77;20;24254277#5_0;5.10;0.00;0.00;DEFAULT_VEHTYPE;474.18;405.99
20.00;174.86;4;24254277#7_0;4.42;0.00;10.42;DEFAULT_VEHTYPE;480.99;362.52
20.00;150.22;5;24254277#2_0;8.25;0.00;14.22;DEFAULT_VEHTYPE;416.21;523.36
20.00;151.77;6;24254277#0_0;108.95;0.00;10.68;DEFAULT_VEHTYPE;389.63;572.79
20.00;178.45;7;24254277#8_0;9.95;0.00;5.76;DEFAULT_VEHTYPE;481.90;343.88
20.00;150.60;8;24254277#0_0;74.45;0.00;11.04;DEFAULT_VEHTYPE;372.79;602.90
21.00;155.09;1;24254277#2_0;61.31;0.00;12.92;DEFAULT_VEHTYPE;442.63;477.38
21.00;188.38;10;24254277#9_0;22.31;0.00;4.31;DEFAULT_VEHTYPE;480.09;310.96
21.00;150.60;11;24254277#0_0;59.66;0.00;11.74;DEFAULT_VEHTYPE;365.53;615.78
21.00;150.60;13;24254277#0_0;21.73;0.00;6.42;DEFAULT_VEHTYPE;346.91;648.83
21.00;194.33;14;24254277#10_0;7.39;0.00;5.52;DEFAULT_VEHTYPE;477.16;298.20
21.00;181.91;15;24254277#9_0;9.56;0.00;4.61;DEFAULT_VEHTYPE;481.71;323.60
21.00;150.46;16;24254277#2_0;5.10;0.00;0.00;DEFAULT_VEHTYPE;414.64;526.09
21.00;186.59;17;24254277#11_0;4.42;0.00;7.73;DEFAULT_VEHTYPE;473.92;281.79
21.00;192.95;2;766761483#4_0;31.14;0.00;13.61;DEFAULT_VEHTYPE;453.01;185.03
21.00;155.77;20;24254277#5_0;6.53;0.00;1.43;DEFAULT_VEHTYPE;474.77;404.68
21.00;171.51;21;24254277#0_0;5.10;0.00;0.00;DEFAULT_VEHTYPE;340.33;664.03
21.00;176.18;4;:572670_0_0;3.99;0.00;7.59;DEFAULT_VEHTYPE;481.56;354.95
21.00;148.91;5;24254277#2_0;22.14;0.00;13.89;DEFAULT_VEHTYPE;423.40;511.47
21.00;151.78;6;24254277#0_0;120.20;0.00;11.25;DEFAULT_VEHTYPE;394.95;562.88
21.00;178.65;7;:300163116_0_0;0.56;0.00;6.18;DEFAULT_VEHTYPE;482.05;337.70
21.00;150.60;8;24254277#0_0;86.33;0.00;11.88;DEFAULT_VEHTYPE;378.62;592.55
22.00;155.09;1;24254277#2_0;73.98;0.00;12.67;DEFAULT_VEHTYPE;447.97;465.88
22.00;190.93;10;:572671_0_0;4.69;0.00;5.24;DEFAULT_VEHTYPE;479.11;305.83
22.00;150.60;11;24254277#0_0;70.73;0.00;11.07;DEFAULT_VEHTYPE;370.96;606.13
22.00;150.60;13;24254277#0_0;30.64;0.00;8.91;DEFAULT_VEHTYPE;351.29;641.06
22.00;194.33;14;24254277#10_0;14.78;0.00;7.39;DEFAULT_VEHTYPE;475.33;291.05
22.00;185.13;15;24254277#9_0;14.17;0.00;4.61;DEFAULT_VEHTYPE;481.28;319.02
22.00;150.46;16;24254277#2_0;6.99;0.00;1.89;DEFAULT_VEHTYPE;415.57;524.45
22.00;184.73;17;766761483#1_0;0.31;0.00;10.25;DEFAULT_VEHTYPE;472.92;271.71
22.00;192.75;2;766761483#4_0;44.51;0.00;13.37;DEFAULT_VEHTYPE;450.06;171.99
22.00;156.20;20;:572667_0_0;2.94;0.00;3.87;DEFAULT_VEHTYPE;476.32;401.14
22.00;168.75;21;24254277#0_0;6.66;0.00;1.56;DEFAULT_VEHTYPE;340.80;662.54
22.00;178.45;4;24254277#8_0;5.62;0.00;6.74;DEFAULT_VEHTYPE;481.78;348.21
22.00;149.60;5;24254277#2_0;35.82;0.00;13.68;DEFAULT_VEHTYPE;430.32;499.67
22.00;151.78;6;24254277#0_0;131.23;0.00;11.03;DEFAULT_VEHTYPE;400.17;553.15
22.00;180.22;7;:300163116_0_0;4.99;0.00;4.43;DEFAULT_VEHTYPE;482.03;333.27
22.00;150.60;8;24254277#0_0;97.73;0.00;11.40;DEFAULT_VEHTYPE;384.22;582.61
23.00;194.33;10;24254277#10_0;6.50;0.00;6.98;DEFAULT_VEHTYPE;477.38;299.07
23.00;150.60;11;24254277#0_0;82.04;0.00;11.31;DEFAULT_VEHTYPE;376.51;596.28
23.00;150.60;13;24254277#0_0;41.56;0.00;10.92;DEFAULT_VEHTYPE;356.65;631.55
23.00;186.56;14;24254277#11_0;4.97;0.00;9.93;DEFAULT_VEHTYPE;473.85;281.24
23.00;188.38;15;24254277#9_0;18.69;0.00;4.52;DEFAULT_VEHTYPE;480.62;314.55
23.00;149.51;16;24254277#2_0;10.46;0.00;3.48;DEFAULT_VEHTYPE;417.36;521.47
23.00;192.24;17;766761483#2_0;2.75;0.00;11.96;DEFAULT_VEHTYPE;470.50;259.98
23.00;192.75;2;766761483#4_0;58.25;0.00;13.74;DEFAULT_VEHTYPE;447.03;158.60
23.00;162.41;20;24254277#6_0;4.07;0.00;6.41;DEFAULT_VEHTYPE;478.30;395.04
23.00;161.99;21;24254277#0_0;9.68;0.00;3.02;DEFAULT_VEHTYPE;341.81;659.70
23.00;178.45;4;24254277#8_0;11.03;0.00;5.42;DEFAULT_VEHTYPE;481.93;342.79
23.00;149.69;5;24254277#2_0;49.29;0.00;13.47;DEFAULT_VEHTYPE;437.12;488.04
23.00;151.78;6;24254277#0_0;142.66;0.00;11.43;DEFAULT_VEHTYPE;405.57;543.09
23.00;181.80;7;24254277#9_0;4.66;0.00;4.77;DEFAULT_VEHTYPE;481.87;328.50
23.00;151.78;8;24254277#0_0;109.31;0.00;11.58;DEFAULT_VEHTYPE;389.81;572.47
24.00;194.32;10;:572672_0_0;0.89;0.00;9.34;DEFAULT_VEHTYPE;475.07;290.01
24.00;150.60;11;24254277#0_0;93.00;0.00;10.96;DEFAULT_VEHTYPE;381.90;586.73
24.00;150.60;13;24254277#0_0;54.36;0.00;12.80;DEFAULT_VEHTYPE;362.93;620.39
24.00;188.21;14;766761483#1_0;2.88;0.00;12.27;DEFAULT_VEHTYPE;472.43;269.18
24.00;188.47;15;:572671_0_0;1.82;0.00;5.99;DEFAULT_VEHTYPE;479.74;308.62
24.00;148.86;16;24254277#2_0;16.28;0.00;5.81;DEFAULT_VEHTYPE;420.37;516.49
24.00;192.73;17;766761483#2_0;15.74;0.00;12.99;DEFAULT_VEHTYPE;467.64;247.31
24.00;178.45;18;24254277#8_0;5.10;0.00;0.00;DEFAULT_VEHTYPE;481.77;348.72
24.00;194.14;2;766761483#4_0;71.21;0.00;12.96;DEFAULT_VEHTYPE;443.86;146.03
24.00;176.06;20;24254277#6_0;12.58;0.00;8.50;DEFAULT_VEHTYPE;479.19;386.61
24.00;160.33;21;24254277#0_0;14.34;0.00;4.66;DEFAULT_VEHTYPE;343.38;655.31
24.00;171.51;22;24254277#0_0;5.10;0.00;0.00;DEFAULT_VEHTYPE;340.33;664.03
24.00;178.63;4;:300163116_0_0;0.49;0.00;5.02;DEFAULT_VEHTYPE;482.05;337.77
24.00;155.09;5;24254277#2_0;62.49;0.00;13.20;DEFAULT_VEHTYPE;443.12;476.31
24.00;151.80;6;:8047810788_0_0;0.04;0.00;9.36;DEFAULT_VEHTYPE;410.00;534.84
24.00;181.91;7;24254277#9_0;9.57;0.00;4.91;DEFAULT_VEHTYPE;481.71;323.59
24.00;151.78;8;24254277#0_0;121.26;0.00;11.94;DEFAULT_VEHTYPE;395.45;561.94
25.00;186.56;10;24254277#11_0;7.10;0.00;10.98;DEFAULT_VEHTYPE;473.61;279.13
25.00;150.60;11;24254277#0_0;103.82;0.00;10.82;DEFAULT_VEHTYPE;387.20;577.31
25.00;150.60;13;24254277#0_0;68.27;0.00;13.91;DEFAULT_VEHTYPE;369.76;608.28
25.00;192.73;14;766761483#2_0;6.54;0.00;13.18;DEFAULT_VEHTYPE;469.67;256.28
25.00;194.33;15;24254277#10_0;4.12;0.00;7.47;DEFAULT_VEHTYPE;477.97;301.37
25.00;149.16;16;24254277#2_0;23.86;0.00;7.59;DEFAULT_VEHTYPE;424.27;509.99
25.00;178.45;18;24254277#8_0;6.89;0.00;1.79;DEFAULT_VEHTYPE;481.82;346.94
