timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
68.00;175.67;28;:572670_0_0;2.55;0.00;10.98;DEFAULT_VEHTYPE;481.47;356.38
68.00;176.06;29;24254277#6_0;22.84;0.00;11.60;DEFAULT_VEHTYPE;479.89;376.37
68.00;192.75;31;766761483#4_0;38.93;0.00;12.02;DEFAULT_VEHTYPE;451.29;177.44
68.00;161.90;33;24254277#6_0;2.72;0.00;11.28;DEFAULT_VEHTYPE;477.90;396.34
68.00;156.56;35;:572666_0_0;6.67;0.00;15.59;DEFAULT_VEHTYPE;464.48;427.27
68.00;157.59;39;24254277#3_0;9.36;0.00;13.98;DEFAULT_VEHTYPE;454.57;450.99
68.00;149.58;41;24254277#2_0;34.08;0.00;9.47;DEFAULT_VEHTYPE;429.44;501.17
68.00;148.86;44;24254277#2_0;14.92;0.00;8.12;DEFAULT_VEHTYPE;419.67;517.65
68.00;152.31;45;24254277#1_0;1.18;0.00;8.98;DEFAULT_VEHTYPE;410.61;533.59
68.00;151.42;47;24254277#0_0;107.46;0.00;11.86;DEFAULT_VEHTYPE;388.93;574.10
69.00;193.21;26;766761483#3_0;11.21;0.00;13.38;DEFAULT_VEHTYPE;463.26;228.44
69.00;178.45;28;24254277#8_0;8.19;0.00;10.75;DEFAULT_VEHTYPE;481.85;345.64
69.00;192.75;31;766761483#4_0;51.88;0.00;12.95;DEFAULT_VEHTYPE;448.43;164.81
69.00;176.06;33;24254277#6_0;14.34;0.00;11.62;DEFAULT_VEHTYPE;479.31;384.86
69.00;155.41;35;:672944232_0_0;1.66;0.00;14.58;DEFAULT_VEHTYPE;470.56;414.02
69.00;157.59;39;24254277#3_0;24.75;0.00;15.39;DEFAULT_VEHTYPE;460.44;436.76
69.00;149.69;41;24254277#2_0;45.55;0.00;11.47;DEFAULT_VEHTYPE;435.23;491.27
69.00;149.27;44;24254277#2_0;24.62;0.00;9.70;DEFAULT_VEHTYPE;424.65;509.33
69.00;150.46;45;24254277#2_0;5.79;0.00;9.31;DEFAULT_VEHTYPE;414.99;525.49
69.00;151.78;47;24254277#0_0;118.75;0.00;11.29;DEFAULT_VEHTYPE;394.27;564.15
70.00;193.25;26;:572675_0_0;3.82;0.00;12.27;DEFAULT_VEHTYPE;460.45;216.50
70.00;179.62;28;:300163116_0_0;3.30;0.00;10.68;DEFAULT_VEHTYPE;482.04;334.96
70.00;194.14;31;766761483#4_0;64.79;0.00;12.91;DEFAULT_VEHTYPE;445.43;152.25
70.00;176.06;33;24254277#6_0;26.51;0.00;12.17;DEFAULT_VEHTYPE;480.14;372.71
70.00;156.71;35;:572667_0_0;3.59;0.00;14.75;DEFAULT_VEHTYPE;476.55;400.54
70.00;154.99;41;24254277#2_0;59.54;0.00;13.98;DEFAULT_VEHTYPE;441.88;478.98
70.00;149.61;44;24254277#2_0;36.18;0.00;11.56;DEFAULT_VEHTYPE;430.50;499.36
70.00;148.86;45;24254277#2_0;15.14;0.00;9.35;DEFAULT_VEHTYPE;419.78;517.46
70.00;151.78;47;24254277#0_0;130.63;0.00;11.88;DEFAULT_VEHTYPE;399.89;553.68
71.00;193.38;26;766761483#4_0;12.27;0.00;13.46;DEFAULT_VEHTYPE;457.34;203.41
71.00;181.91;28;24254277#9_0;8.44;0.00;10.24;DEFAULT_VEHTYPE;481.75;324.72
71.00;194.14;31;766761483#4_0;76.80;0.00;12.01;DEFAULT_VEHTYPE;442.50;140.60
71.00;174.78;33;24254277#7_0;6.76;0.00;12.57;DEFAULT_VEHTYPE;481.21;360.19
71.00;176.06;35;24254277#6_0;12.59;0.00;14.29;DEFAULT_VEHTYPE;479.19;386.60
71.00;155.09;41;24254277#2_0;73.68;0.00;14.14;DEFAULT_VEHTYPE;447.84;466.16
71.00;149.69;44;24254277#2_0;48.87;0.00;12.69;DEFAULT_VEHTYPE;436.91;488.41
71.00;149.53;45;24254277#2_0;26.40;0.00;11.26;DEFAULT_VEHTYPE;425.55;507.80
71.00;151.78;47;24254277#0_0;142.93;0.00;12.30;DEFAULT_VEHTYPE;405.70;542.85
72.00;193.38;26;766761483#4_0;25.26;0.00;12.99;DEFAULT_VEHTYPE;454.34;190.77
72.00;188.38;28;24254277#9_0;19.45;0.00;11.00;DEFAULT_VEHTYPE;480.51;313.80
72.00;194.14;31;766761483#4_0;89.61;0.00;12.80;DEFAULT_VEHTYPE;439.37;128.19
72.00;178.45;33;24254277#8_0;5.30;0.00;11.68;DEFAULT_VEHTYPE;481.77;348.52
72.00;176.06;35;24254277#6_0;26.97;0.00;14.37;DEFAULT_VEHTYPE;480.17;372.25
72.00;156.29;41;24254277#3_0;6.87;0.00;14.11;DEFAULT_VEHTYPE;453.62;453.29
72.00;155.09;44;24254277#2_0;62.17;0.00;13.30;DEFAULT_VEHTYPE;442.99;476.60
72.00;149.67;45;24254277#2_0;39.31;0.00;12.90;DEFAULT_VEHTYPE;432.08;496.66
72.00;152.99;47;24254277#1_0;2.99;0.00;12.29;DEFAULT_VEHTYPE;411.42;531.97
73.00;192.75;26;766761483#4_0;38.69;0.00;13.43;DEFAULT_VEHTYPE;451.34;177.67
73.00;194.02;28;24254277#10_0;2.53;0.00;11.12;DEFAULT_VEHTYPE;478.36;302.91
73.00;202.66;31;766761483#4_0;102.15;0.00;12.55;DEFAULT_VEHTYPE;434.88;116.50
73.00;179.19;33;:300163116_0_0;2.09;0.00;12.36;DEFAULT_VEHTYPE;482.04;336.17
73.00;174.78;35;24254277#7_0;7.53;0.00;12.89;DEFAULT_VEHTYPE;481.28;359.42
73.00;157.59;41;24254277#3_0;20.91;0.00;14.05;DEFAULT_VEHTYPE;458.98;440.31
73.00;155.15;44;24254277#2_0;75.64;0.00;13.47;DEFAULT_VEHTYPE;448.66;464.38
73.00;149.69;45;24254277#2_0;52.56;0.00;13.26;DEFAULT_VEHTYPE;438.77;485.22
73.00;149.63;47;24254277#2_0;10.11;0.00;11.82;DEFAULT_VEHTYPE;417.18;521.77
74.00;192.75;26;766761483#4_0;51.70;0.00;13.01;DEFAULT_VEHTYPE;448.47;164.98
74.00;194.33;28;24254277#10_0;13.60;0.00;11.07;DEFAULT_VEHTYPE;475.62;292.19
74.00;202.66;31;766761483#4_0;115.23;0.00;13.08;DEFAULT_VEHTYPE;429.84;104.43
74.00;181.91;33;24254277#9_0;9.34;0.00;12.35;DEFAULT_VEHTYPE;481.72;323.82
74.00;178.45;35;24254277#8_0;7.30;0.00;12.91;DEFAULT_VEHTYPE;481.83;346.53
74.00;156.56;41;:572666_0_0;5.68;0.00;13.17;DEFAULT_VEHTYPE;464.09;428.17
74.00;156.92;44;24254277#3_0;7.85;0.00;13.13;DEFAULT_VEHTYPE;454.00;452.39
74.00;155.09;45;24254277#2_0;65.50;0.00;12.93;DEFAULT_VEHTYPE;444.39;473.58
74.00;148.86;47;24254277#2_0;21.61;0.00;11.50;DEFAULT_VEHTYPE;423.13;511.93
75.00;194.14;26;766761483#4_0;64.12;0.00;12.42;DEFAULT_VEHTYPE;445.60;152.90
75.00;186.56;28;24254277#11_0;4.88;0.00;11.01;DEFAULT_VEHTYPE;473.86;281.33
75.00;203.31;31;766761483#4_0;127.45;0.00;12.22;DEFAULT_VEHTYPE;425.07;93.18
75.00;188.38;33;24254277#9_0;22.08;0.00;12.73;DEFAULT_VEHTYPE;480.12;311.20
75.00;180.08;35;:300163116_0_0;4.58;0.00;12.85;DEFAULT_VEHTYPE;482.03;333.68
75.00;155.34;41;:672944232_0_0;0.23;0.00;14.13;DEFAULT_VEHTYPE;469.97;415.32
75.00;157.59;44;24254277#3_0;21.34;0.00;13.49;DEFAULT_VEHTYPE;459.14;439.92
75.00;155.65;45;24254277#2_0;78.33;0.00;12.83;DEFAULT_VEHTYPE;449.75;461.92
75.00;149.58;47;24254277#2_0;32.96;0.00;11.34;DEFAULT_VEHTYPE;428.87;502.14
76.00;194.14;26;766761483#4_0;76.41;0.00;12.29;DEFAULT_VEHTYPE;442.59;140.98
76.00;185.85;28;766761483#1_0;1.13;0.00;10.61;DEFAULT_VEHTYPE;472.76;270.89
76.00;203.31;31;766761483#4_0;139.59;0.00;12.14;DEFAULT_VEHTYPE;420.27;82.03
76.00;194.33;33;24254277#10_0;6.58;0.00;12.53;DEFAULT_VEHTYPE;477.36;298.99
76.00;182.51;35;24254277#9_0;12.15;0.00;12.67;DEFAULT_VEHTYPE;481.57;321.02
76.00;155.79;41;:572667_0_0;0.59;0.00;13.19;DEFAULT_VEHTYPE;475.39;403.30
76.00;156.56;44;:572666_0_0;5.18;0.00;12.24;DEFAULT_VEHTYPE;463.89;428.63
76.00;157.59;45;24254277#3_0;11.06;0.00;13.66;DEFAULT_VEHTYPE;455.22;449.41
76.00;149.69;47;24254277#2_0;44.47;0.00;11.52;DEFAULT_VEHTYPE;434.69;492.20
77.00;194.14;26;766761483#4_0;89.29;0.00;12.87;DEFAULT_VEHTYPE;439.45;128.50
77.00;192.26;28;766761483#2_0;2.86;0.00;11.25;DEFAULT_VEHTYPE;470.48;259.87
77.00;203.31;31;766761483#4_0;152.13;0.00;12.54;DEFAULT_VEHTYPE;415.31;70.51
77.00;188.36;35;:572671_0_0;1.40;0.00;12.11;DEFAULT_VEHTYPE;479.81;309.03
77.00;173.65;41;24254277#6_0;9.47;0.00;14.16;DEFAULT_VEHTYPE;478.97;389.71
77.00;155.32;44;24254277#4_0;10.50;0.00;12.27;DEFAULT_VEHTYPE;468.98;417.46
77.00;157.59;45;24254277#3_0;24.11;0.00;13.04;DEFAULT_VEHTYPE;460.19;437.36
77.00;150.98;47;24254277#2_0;55.82;0.00;11.35;DEFAULT_VEHTYPE;440.31;482.36
78.00;202.66;26;766761483#4_0;102.06;0.00;12.78;DEFAULT_VEHTYPE;434.91;116.58
78.00;192.73;28;766761483#2_0;13.55;0.00;10.69;DEFAULT_VEHTYPE;468.13;249.44
78.00;204.07;31;766761483#4_0;164.83;0.00;12.70;DEFAULT_VEHTYPE;410.13;58.92
78.00;194.33;35;24254277#10_0;10.01;0.00;13.77;DEFAULT_VEHTYPE;476.51;295.67
78.00;176.06;41;24254277#6_0;23.02;0.00;13.55;DEFAULT_VEHTYPE;479.90;376.19
78.00;155.76;44;24254277#5_0;4.79;0.00;12.28;DEFAULT_VEHTYPE;474.05;406.27
78.00;156.24;45;24254277#4_0;1.29;0.00;12.55;DEFAULT_VEHTYPE;465.14;425.83
78.00;155.09;47;24254277#2_0;67.73;0.00;11.91;DEFAULT_VEHTYPE;445.33;471.55
79.00;202.66;26;766761483#4_0;114.69;0.00;12.63;DEFAULT_VEHTYPE;430.04;104.93
79.00;193.03;28;766761483#3_0;0.58;0.00;10.94;DEFAULT_VEHTYPE;465.69;238.78
79.00;186.56;35;24254277#11_0;5.90;0.00;15.62;DEFAULT_VEHTYPE;473.75;280.32
79.00;174.87;41;24254277#7_0;4.34;0.00;13.64;DEFAULT_VEHTYPE;480.99;362.59
79.00;162.62;44;24254277#6_0;5.40;0.00;13.35;DEFAULT_VEHTYPE;478.69;393.78
79.00;155.37;45;:672944232_0_0;0.81;0.00;12.14;DEFAULT_VEHTYPE;470.21;414.79
79.00;155.86;47;24254277#2_0;79.50;0.00;11.77;DEFAULT_VEHTYPE;450.23;460.85
80.00;203.31;26;766761483#4_0;127.04;0.00;12.35;DEFAULT_VEHTYPE;425.23;93.55
80.00;193.21;28;766761483#3_0;11.09;0.00;10.51;DEFAULT_VEHTYPE;463.29;228.56
80.00;191.26;35;:572673_0_0;2.28;0.00;15.22;DEFAULT_VEHTYPE;471.67;265.37
80.00;178.42;41;24254277#8_0;4.90;0.00;13.70;DEFAULT_VEHTYPE;481.76;348.92
80.00;176.06;44;24254277#6_0;18.50;0.00;13.11;DEFAULT_VEHTYPE;479.59;380.70
80.00;155.79;45;:572667_0_0;0.96;0.00;12.98;DEFAULT_VEHTYPE;475.54;402.96
80.00;157.59;47;24254277#3_0;10.32;0.00;11.74;DEFAULT_VEHTYPE;454.94;450.10
81.00;203.31;26;766761483#4_0;139.83;0.00;12.79;DEFAULT_VEHTYPE;420.17;81.80
81.00;193.23;28;:572675_0_0;1.64;0.00;10.21;DEFAULT_VEHTYPE;460.95;218.62
81.00;192.73;35;766761483#2_0;12.62;0.00;15.39;DEFAULT_VEHTYPE;468.33;250.35
81.00;179.62;41;:300163116_0_0;3.29;0.00;13.96;DEFAULT_VEHTYPE;482.04;334.97
81.00;175.53;44;:572669_0_0;4.66;0.00;13.51;DEFAULT_VEHTYPE;480.57;367.23
81.00;170.55;45;24254277#6_0;8.32;0.00;12.64;DEFAULT_VEHTYPE;478.89;390.86
81.00;157.59;47;24254277#3_0;21.81;0.00;11.49;DEFAULT_VEHTYPE;459.32;439.48
82.00;203.40;26;766761483#4_0;153.28;0.00;13.45;DEFAULT_VEHTYPE;414.84;69.46
82.00;193.38;28;766761483#4_0;6.91;0.00;10.28;DEFAULT_VEHTYPE;458.58;208.62
82.00;193.12;35;766761483#3_0;2.77;0.00;14.06;DEFAULT_VEHTYPE;465.19;236.65
82.00;181.91;41;24254277#9_0;11.19;0.00;13.00;DEFAULT_VEHTYPE;481.66;321.97
82.00;176.53;44;:572670_0_0;5.06;0.00;13.39;DEFAULT_VEHTYPE;481.63;353.88
82.00;176.06;45;24254277#6_0;22.39;0.00;14.07;DEFAULT_VEHTYPE;479.86;376.82
82.00;156.56;47;:572666_0_0;5.12;0.00;11.71;DEFAULT_VEHTYPE;463.87;428.69
83.00;204.07;26;766761483#4_0;166.15;0.00;12.87;DEFAULT_VEHTYPE;409.60;57.71
83.00;193.38;28;766761483#4_0;17.37;0.00;10.46;DEFAULT_VEHTYPE;456.16;198.44
83.00;193.21;35;766761483#3_0;16.22;0.00;13.45;DEFAULT_VEHTYPE;462.12;223.57
83.00;188.36;41;:572671_0_0;1.52;0.00;13.18;DEFAULT_VEHTYPE;479.79;308.92
83.00;178.45;44;24254277#8_0;13.09;0.00;13.15;DEFAULT_VEHTYPE;481.98;340.74
83.00;175.10;45;24254277#7_0;2.76;0.00;12.68;DEFAULT_VEHTYPE;480.84;364.18
83.00;155.32;47;24254277#4_0;9.43;0.00;11.27;DEFAULT_VEHTYPE;468.54;418.43
84.00;193.38;28;766761483#4_0;27.70;0.00;10.33;DEFAULT_VEHTYPE;453.77;188.39
84.00;193.36;35;766761483#4_0;4.17;0.00;12.62;DEFAULT_VEHTYPE;459.22;211.28
84.00;194.33;41;24254277#10_0;10.28;0.00;13.93;DEFAULT_VEHTYPE;476.45;295.41
84.00;181.91;44;24254277#9_0;5.69;0.00;13.27;DEFAULT_VEHTYPE;481.84;327.47
84.00;177.59;45;24254277#8_0;2.76;0.00;13.14;DEFAULT_VEHTYPE;481.70;351.06
84.00;155.71;47;24254277#5_0;3.42;0.00;11.98;DEFAULT_VEHTYPE;473.49;407.52
85.00;192.75;28;766761483#4_0;39.05;0.00;11.35;DEFAULT_VEHTYPE;451.26;177.32
85.00;193.38;35;766761483#4_0;16.15;0.00;11.98;DEFAULT_VEHTYPE;456.44;199.63
85.00;190.41;41;24254277#11_0;0.16;0.00;9.61;DEFAULT_VEHTYPE;474.40;286.02
85.00;188.38;44;24254277#9_0;18.75;0.00;13.06;DEFAULT_VEHTYPE;480.61;314.49
85.00;178.70;45;:300163116_0_0;0.70;0.00;13.51;DEFAULT_VEHTYPE;482.05;337.56
85.00;161.24;47;24254277#6_0;1.98;0.00;11.29;DEFAULT_VEHTYPE;477.67;397.04
86.00;192.75;28;766761483#4_0;49.85;0.00;10.80;DEFAULT_VEHTYPE;448.88;166.78
86.00;193.38;35;766761483#4_0;27.65;0.00;11.50;DEFAULT_VEHTYPE;453.78;188.44
86.00;186.56;41;24254277#11_0;5.54;0.00;5.38;DEFAULT_VEHTYPE;473.79;280.68
86.00;194.18;44;24254277#10_0;3.01;0.00;12.29;DEFAULT_VEHTYPE;478.24;302.44
86.00;181.91;45;24254277#9_0;8.58;0.00;12.98;DEFAULT_VEHTYPE;481.74;324.58
86.00;176.06;47;24254277#6_0;14.35;0.00;12.37;DEFAULT_VEHTYPE;479.31;384.84
87.00;193.54;28;766761483#4_0;61.22;0.00;11.36;DEFAULT_VEHTYPE;446.30;155.72
87.00;192.75;35;766761483#4_0;39.58;0.00;11.93;DEFAULT_VEHTYPE;451.15;176.80
87.00;186.56;41;24254277#11_0;8.33;0.00;2.79;DEFAULT_VEHTYPE;473.47;277.90
87.00;194.33;44;24254277#10_0;12.36;0.00;9.35;DEFAULT_VEHTYPE;475.93;293.38
87.00;188.38;45;24254277#9_0;20.66;0.00;12.08;DEFAULT_VEHTYPE;480.33;312.60
87.00;176.06;47;24254277#6_0;26.65;0.00;12.29;DEFAULT_VEHTYPE;480.15;372.57
88.00;194.14;28;766761483#4_0;72.00;0.00;10.78;DEFAULT_VEHTYPE;443.67;145.26
88.00;192.75;35;766761483#4_0;51.19;0.00;11.61;DEFAULT_VEHTYPE;448.58;165.48
88.00;186.56;41;24254277#11_0;8.36;0.00;0.03;DEFAULT_VEHTYPE;473.47;277.87
88.00;193.54;44;:572672_0_0;2.73;0.00;5.31;DEFAULT_VEHTYPE;474.68;288.22
88.00;194.14;45;24254277#10_0;2.89;0.00;10.26;DEFAULT_VEHTYPE;478.27;302.56
89.00;194.14;28;766761483#4_0;82.55;0.00;10.55;DEFAULT_VEHTYPE;441.09;135.03
89.00;193.77;35;766761483#4_0;62.05;0.00;10.86;DEFAULT_VEHTYPE;446.10;154.91
89.00;186.56;41;24254277#11_0;8.37;0.00;0.00;DEFAULT_VEHTYPE;473.46;277.87
89.00;191.15;44;:572672_0_0;4.45;0.00;1.72;DEFAULT_VEHTYPE;474.46;286.51
89.00;194.33;45;24254277#10_0;8.85;0.00;5.96;DEFAULT_VEHTYPE;476.80;296.78
90.00;195.76;28;766761483#4_0;92.97;0.00;10.42;DEFAULT_VEHTYPE;438.41;124.97
90.00;194.14;35;766761483#4_0;73.22;0.00;11.17;DEFAULT_VEHTYPE;443.37;144.08
90.00;185.90;41;766761483#0_0;1.34;0.00;2.57;DEFAULT_VEHTYPE;473.23;275.32
90.00;189.39;44;24254277#11_0;0.82;0.00;1.16;DEFAULT_VEHTYPE;474.33;285.36
90.00;194.33;45;24254277#10_0;11.04;0.00;2.19;DEFAULT_VEHTYPE;476.26;294.67
91.00;202.66;28;766761483#4_0;104.08;0.00;11.11;DEFAULT_VEHTYPE;434.13;114.72
91.00;194.14;35;766761483#4_0;83.29;0.00;10.07;DEFAULT_VEHTYPE;440.91;134.32
91.00;185.99;41;766761483#1_0;1.23;0.00;4.66;DEFAULT_VEHTYPE;472.75;270.79
91.00;186.93;44;24254277#11_0;2.76;0.00;1.94;DEFAULT_VEHTYPE;474.10;283.43
91.00;194.33;45;24254277#10_0;12.79;0.00;1.75;DEFAULT_VEHTYPE;475.83;292.97
92.00;202.66;28;766761483#4_0;114.82;0.00;10.74;DEFAULT_VEHTYPE;430.00;104.81
92.00;198.78;35;766761483#4_0;94.74;0.00;11.45;DEFAULT_VEHTYPE;437.73;123.34
92.00;191.48;41;:572673_0_0;3.83;0.00;7.06;DEFAULT_VEHTYPE;471.36;263.86
92.00;186.56;44;24254277#11_0;6.75;0.00;3.98;DEFAULT_VEHTYPE;473.65;279.48
92.00;194.33;45;24254277#10_0;14.69;0.00;1.91;DEFAULT_VEHTYPE;475.35;291.13
93.00;203.24;28;766761483#4_0;126.17;0.00;11.36;DEFAULT_VEHTYPE;425.58;94.35
93.00;202.66;35;766761483#4_0;105.63;0.00;10.89;DEFAULT_VEHTYPE;433.54;113.29
93.00;192.73;41;766761483#2_0;7.81;0.00;9.04;DEFAULT_VEHTYPE;469.39;255.04
93.00;192.57;45;:572672_0_0;3.50;0.00;3.76;DEFAULT_VEHTYPE;474.57;287.45
94.00;203.31;28;766761483#4_0;136.37;0.00;10.19;DEFAULT_VEHTYPE;421.54;84.99
94.00;202.66;35;766761483#4_0;116.44;0.00;10.81;DEFAULT_VEHTYPE;429.37;103.31
94.00;192.73;41;766761483#2_0;18.57;0.00;10.76;DEFAULT_VEHTYPE;467.02;244.55
94.00;186.56;45;24254277#11_0;5.01;0.00;6.29;DEFAULT_VEHTYPE;473.85;281.21
95.00;203.31;28;766761483#4_0;147.46;0.00;11.09;DEFAULT_VEHTYPE;417.15;74.80
95.00;203.26;35;766761483#4_0;126.30;0.00;9.85;DEFAULT_VEHTYPE;425.53;94.24
95.00;193.21;41;766761483#3_0;7.30;0.00;12.64;DEFAULT_VEHTYPE;464.15;232.25
95.00;185.14;45;766761483#0_0;3.02;0.00;7.62;DEFAULT_VEHTYPE;473.10;273.64
96.00;204.07;28;766761483#4_0;158.27;0.00;10.81;DEFAULT_VEHTYPE;412.81;64.91
96.00;203.31;35;766761483#4_0;137.58;0.00;11.29;DEFAULT_VEHTYPE;421.06;83.87
96.00;193.22;41;:572675_0_0;1.57;0.00;13.93;DEFAULT_VEHTYPE;460.97;218.69
96.00;191.33;45;:572673_0_0;2.82;0.00;9.03;DEFAULT_VEHTYPE;471.56;264.85
97.00;204.07;28;766761483#4_0;169.20;0.00;10.93;DEFAULT_VEHTYPE;408.35;54.92
97.00;203.31;35;766761483#4_0;149.12;0.00;11.54;DEFAULT_VEHTYPE;416.50;73.28
97.00;193.38;41;766761483#4_0;9.53;0.00;12.96;DEFAULT_VEHTYPE;457.98;206.07
97.00;192.73;45;766761483#2_0;8.14;0.00;10.37;DEFAULT_VEHTYPE;469.32;254.73
98.00;204.07;35;766761483#4_0;159.42;0.00;10.30;DEFAULT_VEHTYPE;412.34;63.85
98.00;193.38;41;766761483#4_0;23.22;0.00;13.69;DEFAULT_VEHTYPE;454.81;192.75
98.00;192.80;45;:572674_0_0;1.24;0.00;11.99;DEFAULT_VEHTYPE;466.67;243.03
99.00;204.07;35;766761483#4_0;171.14;0.00;11.72;DEFAULT_VEHTYPE;407.56;53.16
99.00;192.75;41;766761483#4_0;36.82;0.00;13.60;DEFAULT_VEHTYPE;451.76;179.49
99.00;193.21;45;766761483#3_0;9.92;0.00;13.70;DEFAULT_VEHTYPE;463.55;229.70
100.00;192.75;41;766761483#4_0;50.33;0.00;13.50;DEFAULT_VEHTYPE;448.78;166.32
100.00;193.27;45;766761483#4_0;0.60;0.00;15.35;DEFAULT_VEHTYPE;460.04;214.76
101.00;194.14;41;766761483#4_0;64.31;0.00;13.98;DEFAULT_VEHTYPE;445.55;152.72
101.00;193.38;45;766761483#4_0;15.87;0.00;15.27;DEFAULT_VEHTYPE;456.51;199.90
102.00;194.14;41;766761483#4_0;77.42;0.00;13.12;DEFAULT_VEHTYPE;442.34;140.00
102.00;192.96;45;766761483#4_0;31.09;0.00;15.22;DEFAULT_VEHTYPE;453.02;185.08
103.00;194.14;41;766761483#4_0;90.78;0.00;13.36;DEFAULT_VEHTYPE;439.08;127.05
103.00;192.75;45;766761483#4_0;46.21;0.00;15.12;DEFAULT_VEHTYPE;449.68;170.34
104.00;202.66;41;766761483#4_0;103.68;0.00;12.90;DEFAULT_VEHTYPE;434.29;115.09
104.00;193.80;45;766761483#4_0;62.15;0.00;15.93;DEFAULT_VEHTYPE;446.08;154.82
105.00;202.66;41;766761483#4_0;116.71;0.00;13.03;DEFAULT_VEHTYPE;429.27;103.07
105.00;194.14;45;766761483#4_0;78.05;0.00;15.90;DEFAULT_VEHTYPE;442.19;139.40
106.00;203.31;41;766761483#4_0;130.73;0.00;14.02;DEFAULT_VEHTYPE;423.77;90.17
106.00;196.36;45;766761483#4_0;93.32;0.00;15.27;DEFAULT_VEHTYPE;438.28;124.65
107.00;203.31;41;766761483#4_0;144.20;0.00;13.48;DEFAULT_VEHTYPE;418.44;77.79
107.00;202.66;45;766761483#4_0;108.48;0.00;15.16;DEFAULT_VEHTYPE;432.44;110.66
108.00;204.07;41;766761483#4_0;157.77;0.00;13.56;DEFAULT_VEHTYPE;413.01;65.36
108.00;203.04;45;766761483#4_0;124.60;0.00;16.12;DEFAULT_VEHTYPE;426.20;95.80
109.00;204.07;41;766761483#4_0;171.41;0.00;13.64;DEFAULT_VEHTYPE;407.45;52.90
109.00;203.31;45;766761483#4_0;140.82;0.00;16.22;DEFAULT_VEHTYPE;419.78;80.90
110.00;203.91;45;766761483#4_0;156.65;0.00;15.83;DEFAULT_VEHTYPE;413.47;66.38
111.00;204.07;45;766761483#4_0;172.35;0.00;15.70;DEFAULT_VEHTYPE;407.07;52.05